🎯 Simple BFS from Main Routine

Starting BFS from: static META

Order | Emoji | Name                          | Calls
  607 | ❓     | "closure_saved_names_of_captu | 
  608 | ❓     | "rustc_query_impl::query_impl | 
  609 | ❓     | "rustc_query_impl::query_impl | 
  610 | ❓     | "mir_coroutine_witnesses"     | 
  611 | ❓     | "rustc_query_impl::query_impl | 
  612 | ❓     | "rustc_query_impl::query_impl | 
  613 | ❓     | "check_coroutine_obligations" | 
  614 | ❓     | "rustc_query_impl::query_impl | 
  615 | ❓     | "rustc_query_impl::query_impl | 
  616 | ❓     | "check_potentially_region_dep | 
  617 | ❓     | "rustc_query_impl::query_impl | 
  618 | ❓     | "rustc_query_impl::query_impl | 
  619 | ❓     | "optimized_mir"               | 
  620 | ❓     | "rustc_query_impl::query_impl | 
  621 | ❓     | "rustc_query_impl::query_impl | 
  622 | ❓     | "coverage_attr_on"            | 
  623 | ❓     | "rustc_query_impl::query_impl | 
  624 | ❓     | "rustc_query_impl::query_impl | 
  625 | ❓     | "coverage_ids_info"           | 
  626 | ❓     | "rustc_query_impl::query_impl | 
  627 | ❓     | "rustc_query_impl::query_impl | 
  628 | ❓     | "promoted_mir"                | 
  629 | ❓     | "rustc_query_impl::query_impl | 
  630 | ❓     | "rustc_query_impl::query_impl | 
  631 | ❓     | "erase_and_anonymize_regions_ | 
  632 | ❓     | "rustc_query_impl::query_impl | 
  633 | ❓     | "rustc_query_impl::query_impl | 
  634 | ❓     | "wasm_import_module_map"      | 
  635 | ❓     | "rustc_query_impl::query_impl | 
  636 | ❓     | "rustc_query_impl::query_impl | 
  637 | ❓     | "trait_explicit_predicates_an | 
  638 | ❓     | "rustc_query_impl::query_impl | 
  639 | ❓     | "rustc_query_impl::query_impl | 
  640 | ❓     | "explicit_predicates_of"      | 
  641 | ❓     | "rustc_query_impl::query_impl | 
  642 | ❓     | "rustc_query_impl::query_impl | 
  643 | ❓     | "inferred_outlives_of"        | 
  644 | ❓     | "rustc_query_impl::query_impl | 
  645 | ❓     | "rustc_query_impl::query_impl | 
  646 | ❓     | "explicit_super_predicates_of | 
  647 | ❓     | "rustc_query_impl::query_impl | 
  648 | ❓     | "rustc_query_impl::query_impl | 
  649 | ❓     | "explicit_implied_predicates_ | 
  650 | ❓     | "rustc_query_impl::query_impl | 
  651 | ❓     | "rustc_query_impl::query_impl | 
  652 | ❓     | "explicit_supertraits_contain | 
  653 | ❓     | "rustc_query_impl::query_impl | 
  654 | ❓     | "rustc_query_impl::query_impl | 
  655 | ❓     | "const_conditions"            | 
  656 | ❓     | "rustc_query_impl::query_impl | 
  657 | ❓     | "rustc_query_impl::query_impl | 
  658 | ❓     | "explicit_implied_const_bound | 
  659 | ❓     | "rustc_query_impl::query_impl | 
  660 | ❓     | "rustc_query_impl::query_impl | 
  661 | ❓     | "type_param_predicates"       | 
  662 | ❓     | "rustc_query_impl::query_impl | 
  663 | ❓     | "rustc_query_impl::query_impl | 
  664 | ❓     | "trait_def"                   | 
  665 | ❓     | "rustc_query_impl::query_impl | 
  666 | ❓     | "rustc_query_impl::query_impl | 
  667 | ❓     | "adt_def"                     | 
  668 | ❓     | "rustc_query_impl::query_impl | 
  669 | ❓     | "rustc_query_impl::query_impl | 
  670 | ❓     | "adt_destructor"              | 
  671 | ❓     | "rustc_query_impl::query_impl | 
  672 | ❓     | "rustc_query_impl::query_impl | 
  673 | ❓     | "adt_async_destructor"        | 
  674 | ❓     | "rustc_query_impl::query_impl | 
  675 | ❓     | "rustc_query_impl::query_impl | 
  676 | ❓     | "adt_sizedness_constraint"    | 
  677 | ❓     | "rustc_query_impl::query_impl | 
  678 | ❓     | "rustc_query_impl::query_impl | 
  679 | ❓     | "adt_dtorck_constraint"       | 
  680 | ❓     | "rustc_query_impl::query_impl | 
  681 | ❓     | "rustc_query_impl::query_impl | 
  682 | ❓     | "constness"                   | 
  683 | ❓     | "rustc_query_impl::query_impl | 
  684 | ❓     | "rustc_query_impl::query_impl | 
  685 | ❓     | "asyncness"                   | 
  686 | ❓     | "rustc_query_impl::query_impl | 
  687 | ❓     | "rustc_query_impl::query_impl | 
  688 | ❓     | "is_promotable_const_fn"      | 
  689 | ❓     | "rustc_query_impl::query_impl | 
  690 | ❓     | "rustc_query_impl::query_impl | 
  691 | ❓     | "coroutine_by_move_body_def_i | 
  692 | ❓     | "rustc_query_impl::query_impl | 
  693 | ❓     | "rustc_query_impl::query_impl | 
  694 | ❓     | "coroutine_kind"              | 
  695 | ❓     | "rustc_query_impl::query_impl | 
  696 | ❓     | "rustc_query_impl::query_impl | 
  697 | ❓     | "coroutine_for_closure"       | 
  698 | ❓     | "rustc_query_impl::query_impl | 
  699 | ❓     | "rustc_query_impl::query_impl | 
  700 | ❓     | "coroutine_hidden_types"      | 
  701 | ❓     | "rustc_query_impl::query_impl | 
  702 | ❓     | "rustc_query_impl::query_impl | 
  703 | ❓     | "crate_variances"             | 
  704 | ❓     | "rustc_query_impl::query_impl | 
  705 | ❓     | "rustc_query_impl::query_impl | 
  706 | ❓     | "variances_of"                | 
  707 | ❓     | "rustc_query_impl::query_impl | 
  708 | ❓     | "rustc_query_impl::query_impl | 
  709 | ❓     | "inferred_outlives_crate"     | 
  710 | ❓     | "rustc_query_impl::query_impl | 
  711 | ❓     | "rustc_query_impl::query_impl | 
  712 | ❓     | "associated_item_def_ids"     | 
  713 | ❓     | "rustc_query_impl::query_impl | 
  714 | ❓     | "rustc_query_impl::query_impl | 
  715 | ❓     | "associated_item"             | 
  716 | ❓     | "rustc_query_impl::query_impl | 
  717 | ❓     | "rustc_query_impl::query_impl | 
  718 | ❓     | "associated_items"            | 
  719 | ❓     | "rustc_query_impl::query_impl | 
  720 | ❓     | "rustc_query_impl::query_impl | 
  721 | ❓     | "impl_item_implementor_ids"   | 
  722 | ❓     | "rustc_query_impl::query_impl | 
  723 | ❓     | "rustc_query_impl::query_impl | 
  724 | ❓     | "associated_types_for_impl_tr | 
  725 | ❓     | "rustc_query_impl::query_impl | 
  726 | ❓     | "rustc_query_impl::query_impl | 
  727 | ❓     | "impl_trait_header"           | 
  728 | ❓     | "rustc_query_impl::query_impl | 
  729 | ❓     | "rustc_query_impl::query_impl | 
  730 | ❓     | "impl_self_is_guaranteed_unsi | 
  731 | ❓     | "rustc_query_impl::query_impl | 
  732 | ❓     | "rustc_query_impl::query_impl | 
  733 | ❓     | "inherent_impls"              | 
  734 | ❓     | "rustc_query_impl::query_impl | 
  735 | ❓     | "rustc_query_impl::query_impl | 
  736 | ❓     | "incoherent_impls"            | 
  737 | ❓     | "rustc_query_impl::query_impl | 
  738 | ❓     | "rustc_query_impl::query_impl | 
  739 | ❓     | "check_transmutes"            | 
  740 | ❓     | "rustc_query_impl::query_impl | 
  741 | ❓     | "rustc_query_impl::query_impl | 
  742 | ❓     | "check_unsafety"              | 
  743 | ❓     | "rustc_query_impl::query_impl | 
  744 | ❓     | "rustc_query_impl::query_impl | 
  745 | ❓     | "check_tail_calls"            | 
  746 | ❓     | "rustc_query_impl::query_impl | 
  747 | ❓     | "rustc_query_impl::query_impl | 
  748 | ❓     | "assumed_wf_types"            | 
  749 | ❓     | "rustc_query_impl::query_impl | 
  750 | ❓     | "rustc_query_impl::query_impl | 
  751 | ❓     | "assumed_wf_types_for_rpitit" | 
  752 | ❓     | "rustc_query_impl::query_impl | 
  753 | ❓     | "rustc_query_impl::query_impl | 
  754 | ❓     | "fn_sig"                      | 
  755 | ❓     | "rustc_query_impl::query_impl | 
  756 | ❓     | "rustc_query_impl::query_impl | 
  757 | ❓     | "lint_mod"                    | 
  758 | ❓     | "rustc_query_impl::query_impl | 
  759 | ❓     | "rustc_query_impl::query_impl | 
  760 | ❓     | "check_unused_traits"         | 
  761 | ❓     | "rustc_query_impl::query_impl | 
  762 | ❓     | "rustc_query_impl::query_impl | 
  763 | ❓     | "check_mod_attrs"             | 
  764 | ❓     | "rustc_query_impl::query_impl | 
  765 | ❓     | "rustc_query_impl::query_impl | 
  766 | ❓     | "check_mod_unstable_api_usage | 
  767 | ❓     | "rustc_query_impl::query_impl | 
  768 | ❓     | "rustc_query_impl::query_impl | 
  769 | ❓     | "check_mod_privacy"           | 
  770 | ❓     | "rustc_query_impl::query_impl | 
  771 | ❓     | "rustc_query_impl::query_impl | 
  772 | ❓     | "check_liveness"              | 
  773 | ❓     | "rustc_query_impl::query_impl | 
  774 | ❓     | "rustc_query_impl::query_impl | 
  775 | ❓     | "live_symbols_and_ignored_der | 
  776 | ❓     | "rustc_query_impl::query_impl | 
  777 | ❓     | "rustc_query_impl::query_impl | 
  778 | ❓     | "check_mod_deathness"         | 
  779 | ❓     | "rustc_query_impl::query_impl | 
  780 | ❓     | "rustc_query_impl::query_impl | 
  781 | ❓     | "check_type_wf"               | 
  782 | ❓     | "rustc_query_impl::query_impl | 
  783 | ❓     | "rustc_query_impl::query_impl | 
  784 | ❓     | "coerce_unsized_info"         | 
  785 | ❓     | "rustc_query_impl::query_impl | 
  786 | ❓     | "rustc_query_impl::query_impl | 
  787 | ❓     | "typeck"                      | 
  788 | ❓     | "rustc_query_impl::query_impl | 
  789 | ❓     | "rustc_query_impl::query_impl | 
  790 | ❓     | "used_trait_imports"          | 
  791 | ❓     | "rustc_query_impl::query_impl | 
  792 | ❓     | "rustc_query_impl::query_impl | 
  793 | ❓     | "coherent_trait"              | 
  794 | ❓     | "rustc_query_impl::query_impl | 
  795 | ❓     | "rustc_query_impl::query_impl | 
  796 | ❓     | "mir_borrowck"                | 
  797 | ❓     | "rustc_query_impl::query_impl | 
  798 | ❓     | "rustc_query_impl::query_impl | 
  799 | ❓     | "crate_inherent_impls"        | 
  800 | ❓     | "rustc_query_impl::query_impl | 
  801 | ❓     | "rustc_query_impl::query_impl | 
  802 | ❓     | "crate_inherent_impls_validit | 
  803 | ❓     | "rustc_query_impl::query_impl | 
  804 | ❓     | "rustc_query_impl::query_impl | 
  805 | ❓     | "crate_inherent_impls_overlap | 
  806 | ❓     | "rustc_query_impl::query_impl | 
  807 | ❓     | "rustc_query_impl::query_impl | 
  808 | ❓     | "orphan_check_impl"           | 
  809 | ❓     | "rustc_query_impl::query_impl | 
  810 | ❓     | "rustc_query_impl::query_impl | 
  811 | ❓     | "mir_callgraph_cyclic"        | 
  812 | ❓     | "rustc_query_impl::query_impl | 
  813 | ❓     | "rustc_query_impl::query_impl | 
  814 | ❓     | "mir_inliner_callees"         | 
  815 | ❓     | "rustc_query_impl::query_impl | 
  816 | ❓     | "rustc_query_impl::query_impl | 
  817 | ❓     | "tag_for_variant"             | 
  818 | ❓     | "rustc_query_impl::query_impl | 
  819 | ❓     | "rustc_query_impl::query_impl | 
  820 | ❓     | "eval_to_allocation_raw"      | 
  821 | ❓     | "rustc_query_impl::query_impl | 
  822 | ❓     | "rustc_query_impl::query_impl | 
  823 | ❓     | "eval_static_initializer"     | 
  824 | ❓     | "rustc_query_impl::query_impl | 
  825 | ❓     | "rustc_query_impl::query_impl | 
  826 | ❓     | "eval_to_const_value_raw"     | 
  827 | ❓     | "rustc_query_impl::query_impl | 
  828 | ❓     | "rustc_query_impl::query_impl | 
  829 | ❓     | "eval_to_valtree"             | 
  830 | ❓     | "rustc_query_impl::query_impl | 
  831 | ❓     | "rustc_query_impl::query_impl | 
  832 | ❓     | "valtree_to_const_val"        | 
  833 | ❓     | "rustc_query_impl::query_impl | 
  834 | ❓     | "rustc_query_impl::query_impl | 
  835 | ❓     | "destructure_const"           | 
  836 | ❓     | "rustc_query_impl::query_impl | 
  837 | ❓     | "rustc_query_impl::query_impl | 
  838 | ❓     | "lit_to_const"                | 
  839 | ❓     | "rustc_query_impl::query_impl | 
  840 | ❓     | "rustc_query_impl::query_impl | 
  841 | ❓     | "check_match"                 | 
  842 | ❓     | "rustc_query_impl::query_impl | 
  843 | ❓     | "rustc_query_impl::query_impl | 
  844 | ❓     | "effective_visibilities"      | 
  845 | ❓     | "rustc_query_impl::query_impl | 
  846 | ❓     | "rustc_query_impl::query_impl | 
  847 | ❓     | "check_private_in_public"     | 
  848 | ❓     | "rustc_query_impl::query_impl | 
  849 | ❓     | "rustc_query_impl::query_impl | 
  850 | ❓     | "reachable_set"               | 
  851 | ❓     | "rustc_query_impl::query_impl | 
  852 | ❓     | "rustc_query_impl::query_impl | 
  853 | ❓     | "region_scope_tree"           | 
  854 | ❓     | "rustc_query_impl::query_impl | 
  855 | ❓     | "rustc_query_impl::query_impl | 
  856 | ❓     | "mir_shims"                   | 
  857 | ❓     | "rustc_query_impl::query_impl | 
  858 | ❓     | "rustc_query_impl::query_impl | 
  859 | ❓     | "symbol_name"                 | 
  860 | ❓     | "rustc_query_impl::query_impl | 
  861 | ❓     | "rustc_query_impl::query_impl | 
  862 | ❓     | "def_kind"                    | 
  863 | ❓     | "rustc_query_impl::query_impl | 
  864 | ❓     | "rustc_query_impl::query_impl | 
  865 | ❓     | "def_span"                    | 
  866 | ❓     | "rustc_query_impl::query_impl | 
  867 | ❓     | "rustc_query_impl::query_impl | 
  868 | ❓     | "def_ident_span"              | 
  869 | ❓     | "rustc_query_impl::query_impl | 
  870 | ❓     | "rustc_query_impl::query_impl | 
  871 | ❓     | "ty_span"                     | 
  872 | ❓     | "rustc_query_impl::query_impl | 
  873 | ❓     | "rustc_query_impl::query_impl | 
  874 | ❓     | "lookup_stability"            | 
  875 | ❓     | "rustc_query_impl::query_impl | 
  876 | ❓     | "rustc_query_impl::query_impl | 
  877 | ❓     | "lookup_const_stability"      | 
  878 | ❓     | "rustc_query_impl::query_impl | 
  879 | ❓     | "rustc_query_impl::query_impl | 
